,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,unix_time,acc_speed,acce,dece,tierd_drive,daisu_hire,max_daisu,off_flip,over_speed,change_angle,rapid_change_road,danger_score,date,province,city,district,danger_rate
745,AA00001,AAA9102001,89,115.98426,28.671488,1,0,0,0,0,2018-08-04 01:39:15,37,4685,1533317955.0,-0.2777777777777778,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
746,AA00001,AAA9102001,90,115.984365,28.671485,1,0,0,0,0,2018-08-04 01:39:16,37,4685,1533317956.0,-0.6944444444444444,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
747,AA00001,AAA9102001,91,115.984466,28.671483,1,0,0,0,0,2018-08-04 01:39:17,36,4685,1533317957.0,-0.8333333333333334,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
748,AA00001,AAA9102001,90,115.984563,28.671483,1,0,0,0,0,2018-08-04 01:39:18,34,4685,1533317958.0,-0.925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
749,AA00001,AAA9102001,90,115.984733,28.671481,1,0,0,0,0,2018-08-04 01:39:20,27,4685,1533317960.0,-0.5555555555555556,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
750,AA00001,AAA9102001,90,115.984805,28.671481,1,0,0,0,0,2018-08-04 01:39:21,24,4685,1533317961.0,-0.462962962962963,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
751,AA00001,AAA9102001,92,115.984871,28.67148,1,0,0,0,0,2018-08-04 01:39:22,23,4685,1533317962.0,-0.5555555555555556,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
752,AA00001,AAA9102001,90,115.984935,28.671478000000004,1,0,0,0,0,2018-08-04 01:39:23,21,4685,1533317963.0,-0.5555555555555556,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
753,AA00001,AAA9102001,88,115.984991,28.67148,1,0,0,0,0,2018-08-04 01:39:24,19,4685,1533317964.0,-0.7407407407407408,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
754,AA00001,AAA9102001,89,115.98503999999998,28.67148,1,0,0,0,0,2018-08-04 01:39:25,17,4685,1533317965.0,-1.5740740740740742,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
755,AA00001,AAA9102001,89,115.985083,28.671478000000004,1,0,0,0,0,2018-08-04 01:39:26,15,4685,1533317966.0,-1.3888888888888893,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
756,AA00001,AAA9102001,83,115.985115,28.671481,1,0,0,0,0,2018-08-04 01:39:27,11,4685,1533317967.0,-1.0185185185185184,0,0,0,0,0,0,0,6,0,0.0,4/8/2018,江西,南昌,南昌县,0
757,AA00001,AAA9102001,79,115.985136,28.671486,1,0,0,0,0,2018-08-04 01:39:28,0,4685,1533317968.0,0.0,0,0,0,0,0,0,0,4,0,0.0,4/8/2018,江西,南昌,南昌县,0
758,AA00001,AAA9102001,91,115.985153,28.671486,1,0,0,0,0,2018-08-04 01:39:29,0,4685,1533317969.0,0.0,0,0,0,0,0,0,0,12,0,0.0,4/8/2018,江西,南昌,南昌县,0
759,AA00001,AAA9102001,93,115.985165,28.671486,1,0,0,0,0,2018-08-04 01:39:30,0,4685,1533317970.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
760,AA00001,AAA9102001,93,115.985171,28.671488,1,0,0,0,0,2018-08-04 01:39:31,0,4685,1533317971.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
761,AA00001,AAA9102001,93,115.985176,28.671488,1,0,0,0,0,2018-08-04 01:39:32,0,4685,1533317972.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
762,AA00001,AAA9102001,93,115.985178,28.671488,1,0,0,0,0,2018-08-04 01:39:33,0,4685,1533317973.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
763,AA00001,AAA9102001,89,115.985195,28.671491,1,0,0,0,0,2018-08-04 01:39:57,0,4685,1533317997.0,0.0,0,0,0,0,0,0,0,4,0,0.0,4/8/2018,江西,南昌,南昌县,0
764,AA00001,AAA9102001,91,115.985221,28.671493,1,0,0,0,0,2018-08-04 01:39:58,0,4685,1533317998.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
765,AA00001,AAA9102001,89,115.985241,28.671495,1,0,0,0,0,2018-08-04 01:39:59,0,4685,1533317999.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
766,AA00001,AAA9102001,90,115.985271,28.671498,1,0,0,0,0,2018-08-04 01:40:00,12,4685,1533318000.0,0.6481481481481481,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
767,AA00001,AAA9102001,90,115.985313,28.6715,1,0,0,0,0,2018-08-04 01:40:01,15,4685,1533318001.0,0.3703703703703704,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
768,AA00001,AAA9102001,90,115.985361,28.671501,1,0,0,0,0,2018-08-04 01:40:02,17,4685,1533318002.0,0.1851851851851852,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
769,AA00001,AAA9102001,90,115.985416,28.671501,1,0,0,0,0,2018-08-04 01:40:03,19,4685,1533318003.0,0.1851851851851852,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
770,AA00001,AAA9102001,90,115.985475,28.671503,1,0,0,0,0,2018-08-04 01:40:04,19,4685,1533318004.0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
771,AA00001,AAA9102001,89,115.985531,28.671503,1,0,0,0,0,2018-08-04 01:40:05,19,4685,1533318005.0,0.462962962962963,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
772,AA00001,AAA9102001,90,115.98559,28.671503,1,0,0,0,0,2018-08-04 01:40:06,21,4685,1533318006.0,0.3703703703703704,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
773,AA00001,AAA9102001,87,115.985655,28.671506,1,0,0,0,0,2018-08-04 01:40:07,22,4685,1533318007.0,0.5555555555555556,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,南昌县,0
774,AA00001,AAA9102001,87,115.985721,28.671506,1,0,0,0,0,2018-08-04 01:40:08,24,4685,1533318008.0,0.6481481481481481,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
775,AA00001,AAA9102001,87,115.985793,28.671506,1,0,0,0,0,2018-08-04 01:40:09,25,4685,1533318009.0,0.925925925925926,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
776,AA00001,AAA9102001,91,115.985871,28.671503,1,0,0,0,0,2018-08-04 01:40:10,28,4685,1533318010.0,0.5555555555555556,0,0,0,0,0,0,1,4,0,3.0,4/8/2018,江西,南昌,南昌县,1
777,AA00001,AAA9102001,97,115.98596,28.671493,1,0,0,0,0,2018-08-04 01:40:11,31,4685,1533318011.0,0.3703703703703704,0,0,0,0,0,0,1,6,0,3.0,4/8/2018,江西,南昌,南昌县,1
778,AA00001,AAA9102001,98,115.986058,28.67148,1,0,0,0,0,2018-08-04 01:40:12,35,4685,1533318012.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
779,AA00001,AAA9102001,99,115.986153,28.671465,1,0,0,0,0,2018-08-04 01:40:13,34,4685,1533318013.0,0.3703703703703704,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
780,AA00001,AAA9102001,99,115.98625,28.67145,1,0,0,0,0,2018-08-04 01:40:14,35,4685,1533318014.0,0.3703703703703704,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
781,AA00001,AAA9102001,100,115.986353,28.671431,1,0,0,0,0,2018-08-04 01:40:15,37,4685,1533318015.0,0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
782,AA00001,AAA9102001,100,115.98646,28.671413,1,0,0,0,0,2018-08-04 01:40:16,38,4685,1533318016.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
783,AA00001,AAA9102001,99,115.986571,28.671395,1,0,0,0,0,2018-08-04 01:40:17,39,4685,1533318017.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
784,AA00001,AAA9102001,98,115.986685,28.67138,1,0,0,0,0,2018-08-04 01:40:18,40,4685,1533318018.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
785,AA00001,AAA9102001,96,115.986801,28.671368,1,0,0,0,0,2018-08-04 01:40:19,40,4685,1533318019.0,0.1851851851851852,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
786,AA00001,AAA9102001,96,115.986916,28.671358,1,0,0,0,0,2018-08-04 01:40:20,41,4685,1533318020.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
787,AA00001,AAA9102001,95,115.987035,28.671348,1,0,0,0,0,2018-08-04 01:40:21,42,4685,1533318021.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
788,AA00001,AAA9102001,96,115.987155,28.67134,1,0,0,0,0,2018-08-04 01:40:22,42,4685,1533318022.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
789,AA00001,AAA9102001,96,115.987275,28.67133,1,0,0,0,0,2018-08-04 01:40:23,42,4685,1533318023.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
790,AA00001,AAA9102001,95,115.987393,28.67132,1,0,0,0,0,2018-08-04 01:40:24,41,4685,1533318024.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
791,AA00001,AAA9102001,94,115.987511,28.67131,1,0,0,0,0,2018-08-04 01:40:25,41,4685,1533318025.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
792,AA00001,AAA9102001,95,115.987628,28.6713,1,0,0,0,0,2018-08-04 01:40:26,41,4685,1533318026.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
793,AA00001,AAA9102001,95,115.987745,28.67129000000001,1,0,0,0,0,2018-08-04 01:40:27,40,4685,1533318027.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
794,AA00001,AAA9102001,95,115.98786,28.67128,1,0,0,0,0,2018-08-04 01:40:28,40,4685,1533318028.0,-0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
795,AA00001,AAA9102001,95,115.987971,28.671268,1,0,0,0,0,2018-08-04 01:40:29,40,4685,1533318029.0,-0.2777777777777778,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
796,AA00001,AAA9102001,95,115.988083,28.671258,1,0,0,0,0,2018-08-04 01:40:30,39,4685,1533318030.0,-0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
797,AA00001,AAA9102001,94,115.988193,28.671251,1,0,0,0,0,2018-08-04 01:40:31,38,4685,1533318031.0,-0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
798,AA00001,AAA9102001,94,115.9883,28.671243,1,0,0,0,0,2018-08-04 01:40:32,37,4685,1533318032.0,-0.462962962962963,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
799,AA00001,AAA9102001,95,115.988406,28.671235,1,0,0,0,0,2018-08-04 01:40:33,37,4685,1533318033.0,-0.7407407407407408,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
800,AA00001,AAA9102001,96,115.988506,28.671225,1,0,0,0,0,2018-08-04 01:40:34,35,4685,1533318034.0,-0.8333333333333334,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
801,AA00001,AAA9102001,96,115.988596,28.671216,1,0,0,0,0,2018-08-04 01:40:35,32,4685,1533318035.0,-1.0185185185185184,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
802,AA00001,AAA9102001,96,115.988678,28.67121,1,0,0,0,0,2018-08-04 01:40:36,29,4685,1533318036.0,-0.925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
803,AA00001,AAA9102001,95,115.988751,28.671208,1,0,0,0,0,2018-08-04 01:40:37,26,4685,1533318037.0,-0.7407407407407408,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
804,AA00001,AAA9102001,95,115.988813,28.671203,1,0,0,0,0,2018-08-04 01:40:38,21,4685,1533318038.0,-0.1851851851851852,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
805,AA00001,AAA9102001,94,115.988866,28.671201,1,0,0,0,0,2018-08-04 01:40:39,19,4685,1533318039.0,0.0,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
806,AA00001,AAA9102001,95,115.98892,28.671196,1,0,0,0,0,2018-08-04 01:40:40,18,4685,1533318040.0,0.1851851851851852,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
807,AA00001,AAA9102001,96,115.988973,28.671191,1,0,0,0,0,2018-08-04 01:40:41,19,4685,1533318041.0,0.3703703703703704,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
808,AA00001,AAA9102001,96,115.989026,28.671186,1,0,0,0,0,2018-08-04 01:40:42,19,4685,1533318042.0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
809,AA00001,AAA9102001,95,115.989085,28.67118,1,0,0,0,0,2018-08-04 01:40:43,20,4685,1533318043.0,0.7407407407407408,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
810,AA00001,AAA9102001,98,115.989148,28.671171,1,0,0,0,0,2018-08-04 01:40:44,23,4685,1533318044.0,0.6481481481481481,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,南昌县,0
811,AA00001,AAA9102001,100,115.989218,28.671161,1,0,0,0,0,2018-08-04 01:40:45,25,4685,1533318045.0,0.6481481481481481,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
812,AA00001,AAA9102001,99,115.989296,28.671146000000004,1,0,0,0,0,2018-08-04 01:40:46,28,4685,1533318046.0,0.3703703703703704,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
813,AA00001,AAA9102001,101,115.98938,28.67113,1,0,0,0,0,2018-08-04 01:40:47,30,4685,1533318047.0,0.1851851851851852,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
814,AA00001,AAA9102001,102,115.989463,28.671118,1,0,0,0,0,2018-08-04 01:40:48,32,4685,1533318048.0,0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
815,AA00001,AAA9102001,102,115.98955,28.671101,1,0,0,0,0,2018-08-04 01:40:49,32,4685,1533318049.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
816,AA00001,AAA9102001,101,115.98964,28.671081,1,0,0,0,0,2018-08-04 01:40:50,32,4685,1533318050.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
817,AA00001,AAA9102001,101,115.989733,28.671061,1,0,0,0,0,2018-08-04 01:40:51,33,4685,1533318051.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
818,AA00001,AAA9102001,100,115.989828,28.671043,1,0,0,0,0,2018-08-04 01:40:52,34,4685,1533318052.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
819,AA00001,AAA9102001,100,115.989923,28.671026,1,0,0,0,0,2018-08-04 01:40:53,34,4685,1533318053.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
820,AA00001,AAA9102001,101,115.990021,28.671008,1,0,0,0,0,2018-08-04 01:40:54,35,4685,1533318054.0,-0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
821,AA00001,AAA9102001,101,115.990116,28.670990000000003,1,0,0,0,0,2018-08-04 01:40:55,36,4686,1533318055.0,-0.3703703703703704,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
822,AA00001,AAA9102001,100,115.99021,28.670973,1,0,0,0,0,2018-08-04 01:40:56,35,4686,1533318056.0,-0.462962962962963,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
823,AA00001,AAA9102001,101,115.9903,28.67096,1,0,0,0,0,2018-08-04 01:40:57,33,4686,1533318057.0,-0.5555555555555556,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
824,AA00001,AAA9102001,101,115.99038600000002,28.670945,1,0,0,0,0,2018-08-04 01:40:58,32,4686,1533318058.0,-0.8333333333333334,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
825,AA00001,AAA9102001,101,115.990468,28.670931,1,0,0,0,0,2018-08-04 01:40:59,30,4686,1533318059.0,-0.925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
826,AA00001,AAA9102001,101,115.990541,28.670921000000003,1,0,0,0,0,2018-08-04 01:41:00,27,4686,1533318060.0,-0.925925925925926,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
827,AA00001,AAA9102001,100,115.990605,28.670913,1,0,0,0,0,2018-08-04 01:41:01,23,4686,1533318061.0,-0.8333333333333334,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
828,AA00001,AAA9102001,100,115.99066299999998,28.670905,1,0,0,0,0,2018-08-04 01:41:02,20,4686,1533318062.0,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
829,AA00001,AAA9102001,101,115.990711,28.67089600000001,1,0,0,0,0,2018-08-04 01:41:03,17,4686,1533318063.0,-1.5740740740740742,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
830,AA00001,AAA9102001,101,115.990751,28.670891,1,0,0,0,0,2018-08-04 01:41:04,14,4686,1533318064.0,-1.2962962962962965,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
831,AA00001,AAA9102001,101,115.990785,28.670886,1,0,0,0,0,2018-08-04 01:41:05,11,4686,1533318065.0,-1.0185185185185184,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
832,AA00001,AAA9102001,99,115.99081,28.670883,1,0,0,0,0,2018-08-04 01:41:06,0,4686,1533318066.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
833,AA00001,AAA9102001,100,115.990823,28.670883,1,0,0,0,0,2018-08-04 01:41:07,0,4686,1533318067.0,0.0,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
834,AA00001,AAA9102001,100,115.990833,28.670881,1,0,0,0,0,2018-08-04 01:41:08,0,4686,1533318068.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
835,AA00001,AAA9102001,100,115.99084,28.67088,1,0,0,0,0,2018-08-04 01:41:09,0,4686,1533318069.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
836,AA00001,AAA9102001,100,115.990845,28.670876,1,0,0,0,0,2018-08-04 01:41:10,0,4686,1533318070.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
837,AA00001,AAA9102001,100,115.990848,28.670875,1,0,0,0,0,2018-08-04 01:41:11,0,4686,1533318071.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
838,AA00001,AAA9102001,100,115.990858,28.670866,1,0,0,0,0,2018-08-04 01:41:36,0,4686,1533318096.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
839,AA00001,AAA9102001,98,115.990876,28.670863,1,0,0,0,0,2018-08-04 01:41:37,0,4686,1533318097.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
840,AA00001,AAA9102001,100,115.9909,28.670856,1,0,0,0,0,2018-08-04 01:41:38,0,4686,1533318098.0,0.0,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
841,AA00001,AAA9102001,101,115.990965,28.67085,1,0,0,0,0,2018-08-04 01:41:40,12,4686,1533318100.0,0.8333333333333334,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
842,AA00001,AAA9102001,98,115.99101,28.670845,1,0,0,0,0,2018-08-04 01:41:41,15,4686,1533318101.0,0.5555555555555556,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,南昌县,0
843,AA00001,AAA9102001,99,115.991065,28.670838,1,0,0,0,0,2018-08-04 01:41:42,20,4686,1533318102.0,0.1851851851851852,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
844,AA00001,AAA9102001,100,115.991125,28.670828000000004,1,0,0,0,0,2018-08-04 01:41:43,21,4686,1533318103.0,0.3703703703703704,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
845,AA00001,AAA9102001,100,115.991186,28.670818,1,0,0,0,0,2018-08-04 01:41:44,21,4686,1533318104.0,0.462962962962963,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,南昌县,0
846,AA00001,AAA9102001,98,115.99125,28.670811,1,0,0,0,0,2018-08-04 01:41:45,22,4686,1533318105.0,0.462962962962963,0,0,0,0,0,0,0,2,0,0.0,4/8/2018,江西,南昌,南昌县,0
847,AA00001,AAA9102001,95,115.99132,28.670805,1,0,0,0,0,2018-08-04 01:41:46,25,4686,1533318106.0,0.2777777777777778,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,南昌县,0
848,AA00001,AAA9102001,94,115.991396,28.67079600000001,1,0,0,0,0,2018-08-04 01:41:47,26,4686,1533318107.0,0.462962962962963,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,南昌县,0
849,AA00001,AAA9102001,90,115.991475,28.670795,1,0,0,0,0,2018-08-04 01:41:48,27,4686,1533318108.0,0.7407407407407408,0,0,0,0,0,0,0,4,0,0.0,4/8/2018,江西,南昌,南昌县,0
850,AA00001,AAA9102001,90,115.991555,28.670793,1,0,0,0,0,2018-08-04 01:41:49,28,4686,1533318109.0,0.6481481481481481,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
851,AA00001,AAA9102001,89,115.99164,28.670793,1,0,0,0,0,2018-08-04 01:41:50,31,4686,1533318110.0,0.3703703703703704,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
852,AA00001,AAA9102001,90,115.99173600000002,28.670791,1,0,0,0,0,2018-08-04 01:41:51,35,4686,1533318111.0,0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
853,AA00001,AAA9102001,91,115.991835,28.670790000000004,1,0,0,0,0,2018-08-04 01:41:52,35,4686,1533318112.0,0.3703703703703704,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
854,AA00001,AAA9102001,90,115.991933,28.670790000000004,1,0,0,0,0,2018-08-04 01:41:53,35,4686,1533318113.0,0.5555555555555556,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
855,AA00001,AAA9102001,89,115.992033,28.670791,1,0,0,0,0,2018-08-04 01:41:54,36,4686,1533318114.0,0.7407407407407408,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
856,AA00001,AAA9102001,91,115.992143,28.670790000000004,1,0,0,0,0,2018-08-04 01:41:55,39,4686,1533318115.0,0.462962962962963,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
857,AA00001,AAA9102001,89,115.992256,28.670790000000004,1,0,0,0,0,2018-08-04 01:41:56,41,4686,1533318116.0,0.1851851851851852,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
858,AA00001,AAA9102001,91,115.992378,28.670788,1,0,0,0,0,2018-08-04 01:41:57,44,4686,1533318117.0,0.0,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
859,AA00001,AAA9102001,90,115.992503,28.670786,1,0,0,0,0,2018-08-04 01:41:58,44,4686,1533318118.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
860,AA00001,AAA9102001,90,115.992626,28.670785,1,0,0,0,0,2018-08-04 01:41:59,43,4686,1533318119.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
861,AA00001,AAA9102001,89,115.992751,28.670785,1,0,0,0,0,2018-08-04 01:42:00,44,4686,1533318120.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
862,AA00001,AAA9102001,89,115.992878,28.670783,1,0,0,0,0,2018-08-04 01:42:01,44,4686,1533318121.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
863,AA00001,AAA9102001,90,115.993006,28.67078,1,0,0,0,0,2018-08-04 01:42:02,45,4686,1533318122.0,0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
864,AA00001,AAA9102001,91,115.993138,28.670775,1,0,0,0,0,2018-08-04 01:42:03,46,4686,1533318123.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,南昌县,1
865,AA00001,AAA9102001,91,115.99327,28.670775,1,0,0,0,0,2018-08-04 01:42:04,46,4686,1533318124.0,0.0,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,南昌县,1
866,AA00001,AAA9102001,93,115.9934,28.67077,1,0,0,0,0,2018-08-04 01:42:05,46,4686,1533318125.0,0.0,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,南昌县,1
